datetime,ipsrc,ipdst,proto,dstport,action,policyid,interface,interface_out
2026-03-03 04:17:48,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:48,172.19.0.8,172.19.0.5,UDP,19587,PERMIT,6,eth0,(empty)
2026-03-03 04:17:47,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:47,172.19.0.8,172.19.0.5,UDP,40903,PERMIT,6,eth0,(empty)
2026-03-03 04:17:46,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:46,172.19.0.8,172.19.0.5,UDP,65142,PERMIT,6,eth0,(empty)
2026-03-03 04:17:45,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:45,172.19.0.8,172.19.0.5,UDP,54122,PERMIT,6,eth0,(empty)
2026-03-03 04:17:44,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:44,172.19.0.8,172.19.0.5,UDP,26842,PERMIT,6,eth0,(empty)
2026-03-03 04:17:43,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:43,172.19.0.8,172.19.0.5,UDP,20310,PERMIT,6,eth0,(empty)
2026-03-03 04:17:42,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:42,172.19.0.8,172.19.0.5,UDP,30673,PERMIT,6,eth0,(empty)
2026-03-03 04:17:41,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:41,172.19.0.8,172.19.0.5,UDP,16494,PERMIT,6,eth0,(empty)
2026-03-03 04:17:40,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:40,172.19.0.8,172.19.0.5,UDP,33414,PERMIT,6,eth0,(empty)
2026-03-03 04:17:39,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:39,172.19.0.8,172.19.0.5,UDP,28786,PERMIT,6,eth0,(empty)
2026-03-03 04:17:38,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:38,172.19.0.8,172.19.0.5,UDP,57105,PERMIT,6,eth0,(empty)
2026-03-03 04:17:37,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:37,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:37,172.19.0.8,172.19.0.5,UDP,21836,PERMIT,6,eth0,(empty)
2026-03-03 04:17:36,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:36,172.19.0.8,172.19.0.5,UDP,36944,PERMIT,6,eth0,(empty)
2026-03-03 04:17:35,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:35,172.19.0.8,172.19.0.5,UDP,33544,PERMIT,6,eth0,(empty)
2026-03-03 04:17:34,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:34,172.19.0.8,172.19.0.5,UDP,14411,PERMIT,6,eth0,(empty)
2026-03-03 04:17:33,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:33,172.19.0.8,172.19.0.5,UDP,62165,PERMIT,6,eth0,(empty)
2026-03-03 04:17:32,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:32,172.19.0.8,172.19.0.5,UDP,40404,PERMIT,6,eth0,(empty)
2026-03-03 04:17:31,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:31,172.19.0.8,172.19.0.5,UDP,33273,PERMIT,6,eth0,(empty)
2026-03-03 04:17:30,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:30,172.19.0.8,172.19.0.5,UDP,44362,PERMIT,6,eth0,(empty)
2026-03-03 04:17:29,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:29,172.19.0.8,172.19.0.5,UDP,42353,PERMIT,6,eth0,(empty)
2026-03-03 04:17:28,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:28,172.19.0.8,172.19.0.5,UDP,23929,PERMIT,6,eth0,(empty)
2026-03-03 04:17:26,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:26,172.19.0.8,172.19.0.5,UDP,30784,PERMIT,6,eth0,(empty)
2026-03-03 04:17:25,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:25,172.19.0.8,172.19.0.5,UDP,1679,PERMIT,6,eth0,(empty)
2026-03-03 04:17:24,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:24,172.19.0.8,172.19.0.5,UDP,56151,PERMIT,6,eth0,(empty)
2026-03-03 04:17:23,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:23,172.19.0.8,172.19.0.5,UDP,22173,PERMIT,6,eth0,(empty)
2026-03-03 04:17:22,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:22,172.19.0.8,172.19.0.5,UDP,41931,PERMIT,6,eth0,(empty)
2026-03-03 04:17:21,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:21,172.19.0.8,172.19.0.5,UDP,48175,PERMIT,6,eth0,(empty)
2026-03-03 04:17:20,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:20,172.19.0.8,172.19.0.5,UDP,30165,PERMIT,6,eth0,(empty)
2026-03-03 04:17:19,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:19,172.19.0.8,172.19.0.5,UDP,41253,PERMIT,6,eth0,(empty)
2026-03-03 04:17:18,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:18,172.19.0.8,172.19.0.5,UDP,14535,PERMIT,6,eth0,(empty)
2026-03-03 04:17:17,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:17,172.19.0.8,172.19.0.5,UDP,46202,PERMIT,6,eth0,(empty)
2026-03-03 04:17:16,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:16,172.19.0.8,172.19.0.5,UDP,43751,PERMIT,6,eth0,(empty)
2026-03-03 04:17:15,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:15,172.19.0.8,172.19.0.5,UDP,16533,PERMIT,6,eth0,(empty)
2026-03-03 04:17:14,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:14,172.19.0.8,172.19.0.5,UDP,40902,PERMIT,6,eth0,(empty)
2026-03-03 04:17:13,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:13,172.19.0.8,172.19.0.5,UDP,11243,PERMIT,6,eth0,(empty)
2026-03-03 04:17:12,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:12,172.19.0.8,172.19.0.5,UDP,27641,PERMIT,6,eth0,(empty)
2026-03-03 04:17:11,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:11,172.19.0.8,172.19.0.5,UDP,32124,PERMIT,6,eth0,(empty)
2026-03-03 04:17:10,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:10,172.19.0.8,172.19.0.5,UDP,34436,PERMIT,6,eth0,(empty)
2026-03-03 04:17:09,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:09,172.19.0.8,172.19.0.5,UDP,56010,PERMIT,6,eth0,(empty)
2026-03-03 04:17:08,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:08,172.19.0.8,172.19.0.5,UDP,54517,PERMIT,6,eth0,(empty)
2026-03-03 04:17:07,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:07,172.19.0.8,172.19.0.5,UDP,64723,PERMIT,6,eth0,(empty)
2026-03-03 04:17:06,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:06,172.19.0.8,172.19.0.5,UDP,34322,PERMIT,6,eth0,(empty)
2026-03-03 04:17:05,172.19.0.8,172.19.0.5,UDP,18536,PERMIT,6,eth0,(empty)
2026-03-03 04:17:05,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:05,172.19.0.8,172.19.0.5,UDP,52434,PERMIT,6,eth0,(empty)
2026-03-03 04:17:04,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:04,172.19.0.8,172.19.0.5,UDP,13859,PERMIT,6,eth0,(empty)
2026-03-03 04:17:03,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:03,172.19.0.8,172.19.0.5,UDP,22417,PERMIT,6,eth0,(empty)
2026-03-03 04:17:02,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:02,172.19.0.8,172.19.0.5,UDP,49143,PERMIT,6,eth0,(empty)
2026-03-03 04:17:01,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:01,172.19.0.8,172.19.0.5,UDP,30462,PERMIT,6,eth0,(empty)
2026-03-03 04:17:00,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:17:00,172.19.0.8,172.19.0.5,UDP,13823,PERMIT,6,eth0,(empty)
2026-03-03 04:16:59,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:59,172.19.0.8,172.19.0.5,UDP,29042,PERMIT,6,eth0,(empty)
2026-03-03 04:16:58,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:58,172.19.0.8,172.19.0.5,UDP,53459,PERMIT,6,eth0,(empty)
2026-03-03 04:16:57,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:57,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:57,172.19.0.8,172.19.0.5,UDP,60148,PERMIT,6,eth0,(empty)
2026-03-03 04:16:56,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:56,172.19.0.8,172.19.0.5,UDP,64885,PERMIT,6,eth0,(empty)
2026-03-03 04:16:55,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:55,172.19.0.8,172.19.0.5,UDP,56614,PERMIT,6,eth0,(empty)
2026-03-03 04:16:54,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:54,172.19.0.8,172.19.0.5,UDP,6742,PERMIT,6,eth0,(empty)
2026-03-03 04:16:53,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:53,172.19.0.8,172.19.0.5,UDP,57723,PERMIT,6,eth0,(empty)
2026-03-03 04:16:52,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:52,172.19.0.8,172.19.0.5,UDP,46871,PERMIT,6,eth0,(empty)
2026-03-03 04:16:51,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:51,172.19.0.8,172.19.0.5,UDP,3706,PERMIT,6,eth0,(empty)
2026-03-03 04:16:50,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:50,172.19.0.8,172.19.0.5,UDP,61039,PERMIT,6,eth0,(empty)
2026-03-03 04:16:49,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:49,172.19.0.8,172.19.0.5,UDP,24010,PERMIT,6,eth0,(empty)
2026-03-03 04:16:48,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:48,172.19.0.8,172.19.0.5,UDP,33548,PERMIT,6,eth0,(empty)
2026-03-03 04:16:47,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:47,172.19.0.8,172.19.0.5,UDP,60289,PERMIT,6,eth0,(empty)
2026-03-03 04:16:46,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:46,172.19.0.8,172.19.0.5,UDP,8424,PERMIT,6,eth0,(empty)
2026-03-03 04:16:45,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:45,172.19.0.8,172.19.0.5,UDP,59151,PERMIT,6,eth0,(empty)
2026-03-03 04:16:43,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:43,172.19.0.8,172.19.0.5,UDP,20641,PERMIT,6,eth0,(empty)
2026-03-03 04:16:42,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:42,172.19.0.8,172.19.0.5,UDP,24838,PERMIT,6,eth0,(empty)
2026-03-03 04:16:41,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:41,172.19.0.8,172.19.0.5,UDP,4491,PERMIT,6,eth0,(empty)
2026-03-03 04:16:40,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:40,172.19.0.8,172.19.0.5,UDP,26052,PERMIT,6,eth0,(empty)
2026-03-03 04:16:39,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:39,172.19.0.8,172.19.0.5,UDP,4855,PERMIT,6,eth0,(empty)
2026-03-03 04:16:38,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:38,172.19.0.8,172.19.0.5,UDP,519,PERMIT,6,eth0,(empty)
2026-03-03 04:16:37,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:37,172.19.0.8,172.19.0.5,UDP,14131,PERMIT,6,eth0,(empty)
2026-03-03 04:16:36,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:36,172.19.0.8,172.19.0.5,UDP,33196,PERMIT,6,eth0,(empty)
2026-03-03 04:16:35,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:35,172.19.0.8,172.19.0.5,UDP,6028,PERMIT,6,eth0,(empty)
2026-03-03 04:16:34,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:34,172.19.0.8,172.19.0.5,UDP,64917,PERMIT,6,eth0,(empty)
2026-03-03 04:16:33,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:33,172.19.0.8,172.19.0.5,UDP,54152,PERMIT,6,eth0,(empty)
2026-03-03 04:16:32,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:32,172.19.0.8,172.19.0.5,UDP,9191,PERMIT,6,eth0,(empty)
2026-03-03 04:16:31,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:31,172.19.0.8,172.19.0.5,UDP,38786,PERMIT,6,eth0,(empty)
2026-03-03 04:16:30,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:30,172.19.0.8,172.19.0.5,UDP,21631,PERMIT,6,eth0,(empty)
2026-03-03 04:16:29,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:29,172.19.0.8,172.19.0.5,UDP,33075,PERMIT,6,eth0,(empty)
2026-03-03 04:16:28,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:28,172.19.0.8,172.19.0.5,UDP,21152,PERMIT,6,eth0,(empty)
2026-03-03 04:16:27,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:27,172.19.0.8,172.19.0.5,UDP,55491,PERMIT,6,eth0,(empty)
2026-03-03 04:16:26,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:26,172.19.0.8,172.19.0.5,UDP,58368,PERMIT,6,eth0,(empty)
2026-03-03 04:16:25,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:25,172.19.0.8,172.19.0.5,UDP,32653,PERMIT,6,eth0,(empty)
2026-03-03 04:16:24,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:24,172.19.0.8,172.19.0.5,UDP,37430,PERMIT,6,eth0,(empty)
2026-03-03 04:16:23,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:23,172.19.0.8,172.19.0.5,UDP,21625,PERMIT,6,eth0,(empty)
2026-03-03 04:16:22,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:22,172.19.0.8,172.19.0.5,UDP,5271,PERMIT,6,eth0,(empty)
2026-03-03 04:16:21,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:21,172.19.0.8,172.19.0.5,UDP,7332,PERMIT,6,eth0,(empty)
2026-03-03 04:16:20,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:20,172.19.0.8,172.19.0.5,UDP,46858,PERMIT,6,eth0,(empty)
2026-03-03 04:16:19,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:19,172.19.0.8,172.19.0.5,UDP,64480,PERMIT,6,eth0,(empty)
2026-03-03 04:16:18,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:18,172.19.0.8,172.19.0.5,UDP,8261,PERMIT,6,eth0,(empty)
2026-03-03 04:16:18,172.19.0.8,172.19.0.5,UDP,5905,PERMIT,6,eth0,(empty)
2026-03-03 04:16:17,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:17,172.19.0.8,172.19.0.5,UDP,34867,PERMIT,6,eth0,(empty)
2026-03-03 04:16:16,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:16,172.19.0.8,172.19.0.5,UDP,34943,PERMIT,6,eth0,(empty)
2026-03-03 04:16:15,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:15,172.19.0.8,172.19.0.5,UDP,32877,PERMIT,6,eth0,(empty)
2026-03-03 04:16:14,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:14,172.19.0.8,172.19.0.5,UDP,41593,PERMIT,6,eth0,(empty)
2026-03-03 04:16:13,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:13,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:13,172.19.0.8,172.19.0.5,UDP,41595,PERMIT,6,eth0,(empty)
2026-03-03 04:16:12,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:12,172.19.0.8,172.19.0.5,UDP,35272,PERMIT,6,eth0,(empty)
2026-03-03 04:16:11,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:11,172.19.0.8,172.19.0.5,UDP,41078,PERMIT,6,eth0,(empty)
2026-03-03 04:16:10,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:10,172.19.0.8,172.19.0.5,UDP,46047,PERMIT,6,eth0,(empty)
2026-03-03 04:16:09,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:09,172.19.0.8,172.19.0.5,UDP,15296,PERMIT,6,eth0,(empty)
2026-03-03 04:16:08,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:08,172.19.0.8,172.19.0.5,UDP,22820,PERMIT,6,eth0,(empty)
2026-03-03 04:16:07,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:07,172.19.0.8,172.19.0.5,UDP,13604,PERMIT,6,eth0,(empty)
2026-03-03 04:16:06,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:06,172.19.0.8,172.19.0.5,UDP,50232,PERMIT,6,eth0,(empty)
2026-03-03 04:16:05,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:05,172.19.0.8,172.19.0.5,UDP,40305,PERMIT,6,eth0,(empty)
2026-03-03 04:16:04,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:04,172.19.0.8,172.19.0.5,UDP,19761,PERMIT,6,eth0,(empty)
2026-03-03 04:16:03,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:03,172.19.0.8,172.19.0.5,UDP,27404,PERMIT,6,eth0,(empty)
2026-03-03 04:16:01,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:01,172.19.0.8,172.19.0.5,UDP,47419,PERMIT,6,eth0,(empty)
2026-03-03 04:16:00,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:16:00,172.19.0.8,172.19.0.5,UDP,1713,PERMIT,6,eth0,(empty)
2026-03-03 04:15:59,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:59,172.19.0.8,172.19.0.5,UDP,27152,PERMIT,6,eth0,(empty)
2026-03-03 04:15:58,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:58,172.19.0.8,172.19.0.5,UDP,22664,PERMIT,6,eth0,(empty)
2026-03-03 04:15:57,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:57,172.19.0.8,172.19.0.5,UDP,35741,PERMIT,6,eth0,(empty)
2026-03-03 04:15:56,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:56,172.19.0.8,172.19.0.5,UDP,1735,PERMIT,6,eth0,(empty)
2026-03-03 04:15:55,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:55,172.19.0.8,172.19.0.5,UDP,21895,PERMIT,6,eth0,(empty)
2026-03-03 04:15:54,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:54,172.19.0.8,172.19.0.5,UDP,57545,PERMIT,6,eth0,(empty)
2026-03-03 04:15:53,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:53,172.19.0.8,172.19.0.5,UDP,20915,PERMIT,6,eth0,(empty)
2026-03-03 04:15:52,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:52,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:52,172.19.0.8,172.19.0.5,UDP,4815,PERMIT,6,eth0,(empty)
2026-03-03 04:15:51,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:51,172.19.0.8,172.19.0.5,UDP,26032,PERMIT,6,eth0,(empty)
2026-03-03 04:15:50,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:50,172.19.0.8,172.19.0.5,UDP,65159,PERMIT,6,eth0,(empty)
2026-03-03 04:15:49,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:49,172.19.0.8,172.19.0.5,UDP,22206,PERMIT,6,eth0,(empty)
2026-03-03 04:15:48,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:48,172.19.0.8,172.19.0.5,UDP,25155,PERMIT,6,eth0,(empty)
2026-03-03 04:15:47,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:47,172.19.0.8,172.19.0.5,UDP,25731,PERMIT,6,eth0,(empty)
2026-03-03 04:15:46,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:46,172.19.0.8,172.19.0.5,UDP,24143,PERMIT,6,eth0,(empty)
2026-03-03 04:15:45,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:45,172.19.0.8,172.19.0.5,UDP,41008,PERMIT,6,eth0,(empty)
2026-03-03 04:15:44,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:44,172.19.0.8,172.19.0.5,UDP,45241,PERMIT,6,eth0,(empty)
2026-03-03 04:15:43,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:43,172.19.0.8,172.19.0.5,UDP,62755,PERMIT,6,eth0,(empty)
2026-03-03 04:15:42,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:42,172.19.0.8,172.19.0.5,UDP,23491,PERMIT,6,eth0,(empty)
2026-03-03 04:15:41,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:41,172.19.0.8,172.19.0.5,UDP,24901,PERMIT,6,eth0,(empty)
2026-03-03 04:15:40,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:40,172.19.0.8,172.19.0.5,UDP,56759,PERMIT,6,eth0,(empty)
2026-03-03 04:15:39,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:39,172.19.0.8,172.19.0.5,UDP,5904,PERMIT,6,eth0,(empty)
2026-03-03 04:15:38,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:38,172.19.0.8,172.19.0.5,UDP,42290,PERMIT,6,eth0,(empty)
2026-03-03 04:15:37,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:37,172.19.0.8,172.19.0.5,UDP,34577,PERMIT,6,eth0,(empty)
2026-03-03 04:15:36,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:36,172.19.0.8,172.19.0.5,UDP,53710,PERMIT,6,eth0,(empty)
2026-03-03 04:15:35,172.19.0.4,172.19.0.5,TCP,42220,DENY,34,eth0,(empty)
2026-03-03 04:15:35,172.19.0.8,172.19.0.5,UDP,22184,PERMIT,6,eth0,(empty)
